,goods_title,goods_url,goods_img_url,goods_price,goods_cat,spec,review_count,star_point,created_at,nvmid,is_ad,chpid,keep_count
10,아이폰 에어팟 갤럭시 삼성 안드로이드 lg 차이팟 i9 plus 호환,http://cr2.shopping.naver.com/adcrNoti.nhn?x=NloBUPUVw2GecIvYJIbA7v%2F%2F%2Fw%3D%3Dspprz87hE4wKjzjiRc%2BHMSK1kTroWlV5QXY8L5SVRmpjwMHFVfyRR41kkqop4BBe7sRlXAvtBcD%2BlOc9dnu6lD7eiVDj0liwdORz5yZ%2F0YcBOafvfgoBLvObUPqTnT7ZqXwkBXKYlPU%2BdhxZCNCQAJCR3bFhS30iQCzM35WQ5dG1%2Fx%2FzqpX9AW2GF5dbR3BqPL5QEYawgdKMGdRDsGhWqpGE2Z3znRDOTxwnjXT6zlq9tL7zzB3k2tnQQtDihbRpkplzM4aRiMD3J9L4F6vhaE5pSVJxHkkwAIr%2BQc7caUKNJhC4Ai6bcbcdUgIpd7P5vEoLlIVg66wYA3r9yIh3KNkPAjx8%2F7nWF44OEKm%2FSqtANtvmkR9AXSVzSVIC3GMCvUtDJRPWYadGXXsZSxq0ev0vzvg%2B7Sk2187HPMvJEPpVUQ5zaMk8SJvpLTXjLH65PTfQh7vWbea1nWybaUxLqgwj%2BYFUvlInDaiBtQUX8HMgQdGGKqT4LVchj9do6ouYhj78l3%2FYWxlO%2B5VFcu5zbVLCPYCWWsqwiMyrbumGyudronlI3hjz8XC4QGJiKFPxDwurgWTzAkX%2Fouw2CyON6ZdDHJkOYvSOXSJt3Wqtc%2BjZKU2Fwhq%2Fi6vVIVU7ooX2Rz%2BON2ge6tnDusF9g5nZXL76JvcEGEdCN%2FVKTaYM%2Bwr3X5nQzlrra7D9IkxiGK2Q9zx%2BpMkGj%2B4MtedaITLUIdJTTDLWl3y6kAT501ZX9BbI1BigZfKcLlF4LQB5OQFLxuqkY5v%2BCg8w9ubq3ZYJ3kQcn%2BmMVQSuTRaO6O7TpPZb54UTN0I8N%2F47fNdJsHX7JXDiLIO86m3CHnuf5LHwG0A%3D%3D&nv_mid=20912358642&cat_id=50002334,https://shopping-phinf.pstatic.net/main_2091235/20912358642.jpg?type=f140,29000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",{},9858,,2019.09.,20912358642,False,22,0
11,무선 가성비 블루투스 이어폰 차이팟 애플 아이폰 에어팟 x 에이블팟 에어로팟,http://cr2.shopping.naver.com/adcrNoti.nhn?x=GFJe7sNTfTn1og4kfSo%2B%2B%2F%2F%2F%2Fw%3D%3Dskx6FwBPhdRkKYS8%2B7ipk4jAW3azrULDdWc84%2BK9nKFlFxXq5RRrAbf2VfWG%2F%2B5KyspynRqunIBcPfZKw0fuSjaP2zIuAE9wYA1SCge86cLgWWkSX2DJIGOwmoeevc%2Fg2SEtLHB3KbuNg%2F4OClhSo10jhRrS%2FNL89DCZDyD%2F7EO2W3IGKHTcCAQcnIH8DpDXPv93yyFFZx085xEzbukZj8SpNfuS8WNQsjVlffCoaiHSWVu%2Fiaq7iYv4LvsPRGbovo8zUAyURKLPNiLpIq3DpqVitCgq162GAHG2dmlOzCrWBGzhHHcwY7B8n1Dp7emYsztcnbXjTk%2Fcz8CzpTnarHbl%2BYKLmybLyzuvttr%2FdKHx8QMMrcWQrQW32KivpZ7yNdVW9V8ypow%2BiHWq7GqHLdKxGlHF9I4E3irLR6KPInsBbPkXSBgNGe339OCL83TvBY1RqjtRy1HkDgBKjZzW96Djdb2725RpfvoZmBoGaPw1nMUIgaDqzxrgSHF6anTQAKCIdouQQ637COxqDDlXXrtASZsfipTBZYR6HahsR1DK7TmsWe0nkmqpXfXAo7NQBBil75K%2F6kqrAICgCjW9wqM3rqNi%2F8QMFBPcwK2L02iVkIK4tHR2HVmCmeje%2F0azJVSzNoCv8tj6reeu8UecmL8ZH%2B2VwRtvyXkL%2FmljTPVe3ArWW8VsJXE5DGGTrK2NMqZI1P0nuv%2FwCnQEtUcKUsP7DvfUpfSCPrsxgf28EExxf4vH94qjz45Z0WoRGC4BPTMm8Uuo7qST5V%2FE7pt0NxfAE8rQsfYtYpTINt7VKB0qsz7Z9sHts9LBBqkNiUtkWAxmpGL%2FlZcbvr%2Fa7g%2FzhmV4SD8GOoMIaXcOcbqqz9D4%3D&nv_mid=21086494436&cat_id=50002334,https://shopping-phinf.pstatic.net/main_2108649/21086494436.jpg?type=f140,21000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",{},2592,,2019.10.,21086494436,False,42568,0
12,블루투스 무선 이어폰 모음전 애플 아이폰 삼성 갤럭시 LG 호환 차이팟 에어팟 2 X 오픈형 커널형 스포츠이어폰,http://cr2.shopping.naver.com/adcr.nhn?x=zOw%2FR8cfZUhaB3iVh5dTUf%2F%2F%2Fw%3D%3DsVn8ihFgDP2w9oB%2FjYMg1PrbWiKHJHQl%2BldFuemTVVwOX2Vp5lJDj17PFAuvRflaOGYq38anRzK9hfIsm3zqN0CarGbeyB6eTx7XqAL%2B7D8XrKz8o7tuc9Ij0b187ydbLu87aUbBoSxGLXNba29CvtBivXo8nvsOCjtt7m%2Bh%2F%2F7AY9mCFl%2FGf92aZSbVpKyppzzAlRMJHFROCnGMvO2LVBGbXCjUB06Mpqj2q3zEi6ED4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWHwiYEwwcvvIEUmaBkeOxPOsSCwc7D8PwN20ZPnHymgXHVNG0%2B8wRryV55knr%2FN53BeMn6Lf%2F2keA8%2Bhb1jmNYplQtx%2FWxWyyZuUDOcqV6CL1%2Bf8%2FKoYGkFcmUQ7%2Bcnc0sN%2BTasJ1MV47Tg52mZxg58apfbbCxsDSd%2Bh6lcTFTEDo5rxuFONEEUP68z1xpnJbRqtT7ti%2BbDPCbDPuOj%2B5J8G0aJfGuD9ZNwKJfNpTMRHGut02jTD9cf9Gbkp6%2FZXyaYGBC52ASCBZ6PsokHmpM6YBGXVdZ3EYA7cTaSCWLj5eRdK%2FcROgqZ5%2Bttqe7Kth%2FHFbzXLHsr4oWwXygjjDnzu7gVEOyXX4%2FHWOtbxS%2F113cGHjSe9jlVxwpDiN5umRImFpzu3Qfagz1BQTJF9fY55HvEF%2Fj%2F%2FL3vfP0HcojH9VwHGtwaMLt0jh%2FOkpGrPzPATSED5%2BtGzIt%2B2Kz%2B3HvnAvqrxuEBLANen4KyW9CBTWg5rXMvoHAIJ6fe%2BfYN9oGQ%3D%3D&nv_mid=82172274887&cat_id=50002334,https://shopping-phinf.pstatic.net/main_8217227/82172274887.jpg?type=f140,28500,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']","{'종류': '이어셋', '채널': '스테레오', '무선방식': '블루투스5.0', '구성': '단품'}",121,,2019.08.,82172274887,False,4627754502,217
13,Apple  에어팟 2세대 [유선충전] + 에어팟 케이스 모음 [하이마트],http://cr2.shopping.naver.com/adcrNoti.nhn?x=b%2F48x4yKdGSsox8dbhLFov%2F%2F%2Fw%3D%3DsbVoMIlWkHUQ8%2BVin%2Bmh0ZRkppNw0w7k0GxfYWZHmu9PwMHFVfyRR41kkqop4BBe78vx7HsComk%2F6EIUNjPP6%2F%2FJozvsg3RgcBeele%2BgCodJpOMV%2FVMpBMPerVw3rrKOjvsH0qdg51SYUrBvssivhJ1w%2FLnmve0FG0OlSHt%2B7u0fdU9cc2PloFzbV87DmL4yG8N2YdaHBy7G65avqbFyRTTYa6xJL7Q1F%2FsbSrwbMuC4Xo3bK86atzF1bM%2BLGkVVGYqRy2fEDdlllj3hFfC2LKhvtWLMKp7OVzi%2BwVtd%2Be2LgsFiEBK6XnGgefqSF6qBwGRopfulO9ezpYbV7agBtVa4bWa2FRoObROblZdId75qycV9kMuC6IaQU6wP4KLYaHvJjfoYPhN2SikMY9f2%2B%2FYHmkjgp%2FoMr7CPRFAr9sU7K2o4yWfIjQ14elGQVq%2Fe3Et%2FMAA%2BiBt256Ps4d6eI8sdQrqVDSpB3VxX1qkk34Rxr94PByAwnqDPHYRWgIZg5MEsxI0Jb6bAONnTFemr10X%2FVwo0sqvdPFy8Y5zETPectDnz45p9aeButo%2BzfqbWGJwwUDVwpLx3TkbamLwR0%2BQYy8vhccExazk%2FOXYuiqsylV9EvD5bdwnbAmr00rA1N6vAUodbeqOc3yOZjS26uPUous%2BiCSs8g%2B1ZKsLGbAXCLIXBofErBJYNwZw%2F6GRg2QIFpUxKDNnaC56f7IwNJwnoy1KaJLTsKZ%2F6CdUC9VR2PTJ%2FBVGQNMSED2veVOZo%2B&nv_mid=19362931639&cat_id=50002334,https://shopping-phinf.pstatic.net/main_1936293/19362931639.2.jpg?type=f140,185000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",{},2761,,2019.05.,19362931639,False,0002621424,0
14,애플 에어팟 2세대 무선충전,http://cr2.shopping.naver.com/adcr.nhn?x=W2eUrHGYa7HaEwNgQedolP%2F%2F%2Fw%3D%3DsWXoZV1uTXWKa7nVZOoycb0EJpd5zT4l%2FqUIVCZIFG%2FrwMHFVfyRR41kkqop4BBe7DBQcX0GQfGHxkyYluRH9QLeiVDj0liwdORz5yZ%2F0YcBOafvfgoBLvObUPqTnT7Zq3S%2BYHcEPQGCNIpBknI5CDGVyf4fEeIwpi1WJR%2F5%2FpReRkWte41r6k9RhchT4jxAIvPt23Y0mhk7XSENfRqjmOo8MeWNFXAPk%2FfyCI2Hr7NdWBp8NiG4LuVETY4pEe8uCcDyRWbtorkDh0BR5ULTX0BbxFeSrLvFow5nRqgF%2FuvmBhN3r1kRFONenW2G%2BKJr81q6lMGFcCevcy3W1U1GT%2FdqUHsgHKRqzd6nX3jcvUwNAyJ0E5ZZ4JwNcjVikpEkvmHGCRnDCD%2Fs9hovS%2Bt1gJvcHs%2BKyxUxlMvdJ38sVw2lEGx3ULPH7dllyQXLUsv7zjWF9J8yYi9CrVsR%2BVm2Cm%2FbhoTRcRbt3l8bZvQk6mU0VB%2Fd9YwyIjbPFvZKa9eyh07WeCQ%2FmlxMJgl2faaDA9V6gXEx6bR6vvAaPzWcHy1F8MY1wNrc9%2Bt6OgAlZcFPSLeTlag34sYOOOZuZpTv5uIKhf%2FDmui2m6mRx478GtO1LPvhjUrbu%2BQetR7aEp%2F44N4cO37L5buYDuXzebyAbVhMzdeNY%2B3SA1WOmWpCL8KzpHLFhcy29dTABsmS3O0H3,https://shopping-phinf.pstatic.net/main_1848372/18483728924.20190403114453.jpg?type=f140,197000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']","{'종류': '이어셋', '무선방식': '블루투스'}",714,,2019.04.,18483728924,False,,395
15,진공포장 정품 당일발송 에어팟 한쪽 단품 1세대 2세대 왼쪽 오른쪽 유선 무선 충전케이스,http://cr2.shopping.naver.com/adcr.nhn?x=Lya2NpCb0BFw%2FPwBGewUZf%2F%2F%2Fw%3D%3DsWJ91pfiM%2BzpI%2FWi7ZqHGBIrhyL%2FH1jBgfQmqzV%2FdNsqX2Vp5lJDj17PFAuvRflaOgdv2frEJC1YlsqesA2BPAmm8XeYjj4AayeYt52%2BF82tmPzQ1tsLPdqNS1AlGc4g4UcSUe0SXTUDlVqE3WJwn9qGfZSznUTy9FksUra4YX4h62fPt8m9kc%2FGCVEBzccNXeODWyE%2F1vNclb734Lj5jS2jYY7OSRsRJZRO%2BkQSYq4gxYwKYCF2wSheYXztta1k90KwhYrfAVEmMb%2FMhECMzRn4KtmF7S2loKmj8gFN3JfesjUQX0FOrXbTvkRCIlZfEwKH3BIx0U59FmO61U%2BQPALnhmcBazf1izneXUVX8ojhIikzMm95IijF%2Bk%2FvknJSJ87jaMVgx6Cssm%2FJLtsbGaOyAbfG5qZv6UpIAzLVOcDt3koJmE7IjZ5XE8dQKCtCyOo5iuPu7k26f%2F27XBswyk0rvIfY6PvB3YY%2FpvTxu80IQGRNXUJECSkhMmHkZmtLsoPiVMUe7CgEFYwLbfwmEDt%2BZyY41Eol96ghis3QUIlTiKJ4HmHZ%2FpFrZIyrcUauw8SnxpKv0yESZ2PeDbbm7p8xp%2BtHVMNFwtYHwJ1WhSoTKgks%2BVc94VYGrPsI4sHs9SyTji7PPIK0rQLK8lfkFwPQHTz7H6kMPtOaZIWI9XXDAemb6s9k5dexMMJcsPiyrpUfR7w%2Bk%2FJPeDw%2FcvyZCcTAGoL%2Febl3J6617rj529dDvOL12TG8AImOmwy2xzl6qKs2ZRECbN7GwWKg3keM%2BRg%3D%3D&nv_mid=82094491384&cat_id=50002334,https://shopping-phinf.pstatic.net/main_8209449/82094491384.5.jpg?type=f140,68000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']","{'종류': '이어셋', '채널': '스테레오'}",192,,2019.06.,82094491384,False,4549971332,188
16,[애플]정품 에어팟 2세대 무선 충전 MRXJ2KH/A,http://cr2.shopping.naver.com/adcrNoti.nhn?x=gznnBIWtfk17U7w2S%2B0j%2Fv%2F%2F%2Fw%3D%3DszJTWDs%2BNbmt1THckD%2FEzLOJpV7tmxCQmPqUFW%2BFMwnTwMHFVfyRR41kkqop4BBe7NuHzHTxpV8R5FtO8igKkLGm8XeYjj4AayeYt52%2BF82tmPzQ1tsLPdqNS1AlGc4g4pFb2IkpwwTWclQZqnmxSKKtY6iqcOOBmUZPQhHKyIi2C6x5GVJuh%2FYwD6CaEBl9gkX%2FgT4l8t9tN0zq4D49YmybKYWeWd6d6V72TKACv4Mn3wxY04oK3mbTRCREw8dCn%2FhOoTdpB90pw8TonNBHcme7hJFvrOEsRwXliixRZPALIij%2B%2Fnq%2FxuSs8Y%2FDap%2Bd77ydccGp7XVwQkfWyZ74xgzjbueC70q7lOLl%2BbIgptw1%2BbkgDyaRoIa6WGpHha1EeCquII3QhIWm1aXa3atmHsCamG9jL78CApFP9gqpxWv37FuPEG5wVLoUvAl7j7TjgdC8%2FNYa5RV65twiAnTZDdaRyexlbjRW5vYoira8V1TFiF6TNA6awKmpyvhcl0Aq2p0NkW2UN6vZV1l2qC%2B7OsB7rKHQFpDexCXY%2FVAmNIk20uLiMiWWg6u2BfYR3sJhcQgXiqAchtLP2W49YVRYf%2FqbrCFcjhy41Ym9sQNDtGNwOOFwW%2FKoEGEY50efMAAvVUafqCDRVet1WopK5veVOgwDX0giBq0EuXByl9pQvjN7H5oBvBR50zGIV5qN69d2T1GEmQr7sVWnyY2UG4jRRXVVqUEHdZprExMbpfzXJOO8FO8PZXTQM4gZxHnMmzGXtUeGhdap6ao8unffYwlsCOA%3D%3D&nv_mid=21005126553&cat_id=50002334,https://shopping-phinf.pstatic.net/main_2100512/21005126553.jpg?type=f140,202510,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",{},18,,2019.10.,21005126553,False,714534375,0
17,애플 에어팟 2세대 유선 / 무선충전 MV7N2KH/A,http://cr2.shopping.naver.com/adcrNoti.nhn?x=ylcmJTT9PGiy5agZV2OPMv%2F%2F%2Fw%3D%3DstN3tdaHirptBBx0SPINLp9r0Tz76wyHEsDp5qkcibs9FxXq5RRrAbf2VfWG%2F%2B5Kywxq%2FhXJHC2hX6jHgknerNPJozvsg3RgcBeele%2BgCodJpOMV%2FVMpBMPerVw3rrKOjvsH0qdg51SYUrBvssivhJ%2F4POgxeo0tF81azD%2B14ZVQWzcRKyMUcyG1enZIQn5Vn3Iov04E1alCLMJLKYKtZicw599byDtTUj7ui4xu9m3mpkyrsFLai77mbkeiGuZDFslO02ldZQOX7%2BoyNi%2FUAEbtN7WT3YMDZAkC6DkXxJpgb8swcQlcgrZRqsCZJ99GTVqwwO5D3YnIWSSUpqAOyA6NRe492lU4lQYJbeBrFkCvAkVjRdHCsvMmrDXcqQ%2FEhBhtQQMm6gaabZNa1%2FBwuNbEquvVhd65PUG7jUkwzJhWamq2qiBM2lXPcnUgW2b%2BWEAPThGJZzAipDtJE0UnwucX1E4DOZNpO5H0lA7RgCovQgFgKJDVCyTa%2F3Zvn%2F2SkVBaN4e7vUI4VespZpqsssUG3OKgbmHybkHzeOLd6mayIxoX37l5IF8oD86w2ReTm0pl6sMUD%2F4%2BLYiEOxjHFOAMHCYiHzYEkWePjMzZTgYQ6YQOkVfNqbgxN2o1iSImt2ITVTPjXXnNYcbYGAWdx0mEYCRerY6P7nGlZRhtWu4wgRrKx0%2B%2BFcQ2sfDhuwQiD&nv_mid=20952242897&cat_id=50002334,https://shopping-phinf.pstatic.net//20190926_3/37d3b9c9-fd5b-4c00-bbfb-cb1270ed5700.jpg?type=ofullfill_200_200,162000,[],{},709,,,20952242897,False,6789646592,0
18,TD 애플 정품 에어팟 2세대 왼쪽 오른쪽 단품 한쪽판매 본체 당일발송 국내AS,http://cr2.shopping.naver.com/adcr.nhn?x=amrcIhisrufaeEDr1EvlAP%2F%2F%2Fw%3D%3DsfX87pS9CZwMo952FHSXyCdeD5OLFU8BCmGGPM3grMNzwMHFVfyRR41kkqop4BBe727nLRd93KwFIlIH7sh67%2FyarGbeyB6eTx7XqAL%2B7D8XrKz8o7tuc9Ij0b187ydbLu87aUbBoSxGLXNba29CvtBivXo8nvsOCjtt7m%2Bh%2F%2F7AY9mCFl%2FGf92aZSbVpKyppvWS0ORs7ZLN6UA2HUA7Em2bXCjUB06Mpqj2q3zEi6ED4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWHwiYEwwcvvIEUmaBkeOxPOvrjkdw0wzvLf1uQcEmu%2BCrHwKUvP7p7cNwsiuvJhXfceMn6Lf%2F2keA8%2Bhb1jmNYpmDPAgmNes18mSQSOudGIyMpOeOhYhyFwtVeDU1QfqVBhDNec2mcxjtjLt6eDPDep7lv3vqt2F0dyhWw8RhJwIulF0gnm0yPzlwtadsqsGuTwN6w9upVeuU3Zvcer2Dw1VIAlc%2FJQME%2FLM3Ow7UlWe9y%2BJfV73inxGfKt6VCsoWx5tIvKq4AKmeiPd2xCP4oXSWQVh8CoFrc1xzL1hoKA%2Fvm03jqpI5Haqpt4dPJEQ9uFg4WM3MB%2B0xF6Scki5QIeOfuvaQJDtVP%2FcRnA5hyy51J6GnVHQowZ8rjzPCD3qqDqxiaoCyAokrkV0weAoAb5Lb3zpobeX80AG%2F1Yqkex8KFbmCqEJVMlA5HXYuVcCOfwRcAuLJM57JFw0M0FZ%2BqqhU0RuhgpztyIJmLe8Yy3Nv&nv_mid=82170177844&cat_id=50002334,https://shopping-phinf.pstatic.net/main_8217017/82170177844.jpg?type=f140,66000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']","{'종류': '이어셋', '채널': '스테레오', '무선방식': '블루투스5.0', '구성': '단품', '호환가능OS': ['IOS6.1이상', 'iOS5.0이상', 'iOS6.0이상', 'iOS7.0이상', 'iOS7.1이상', 'iOS8.0이상', 'iOS8.1.2이상', 'iOS8.2이상', 'iOS9.0이상', '아이폰4s이상'], '구성품': '충전케이스포함', '품목': '블루투스이어폰', '단자': '라이트닝', '부가기능': ['Siri호출(두번터치,음성)', '가속도계센서(동작,음성)', '광학센서', '급속충전(15분충전시3시간재생)', '듀얼빔포밍마이크', '상태표시LED', '자동연결', '자동전원', '터치버튼'], '마이크기능': '마이크', '항목': ['SNS', 'e메일', '문자', '어플리케이션', '일정', '전화', '카톡'], '호환OS': 'iOS5.0', '구분': '이어폰'}",71,,2019.08.,82170177844,False,4625657459,45
19,i30 TWS 차이팟 에어팟 무선 블루투스 이어폰,http://cr2.shopping.naver.com/adcrNoti.nhn?x=ekdeacmGCXdhZ6aE5M7yrf%2F%2F%2Fw%3D%3DsFXef5JVt2Ak6GwkuHDd8fEPNvwX%2FQhyvab7ASTMxeOZW%2FPzaE7m4v5r7WRMQpV3HE0n6YexnyXVoyzbnmeMMsLeiVDj0liwdORz5yZ%2F0YcBOafvfgoBLvObUPqTnT7ZqFJ9rNg1yyRo%2BE%2Fjcwu53mTpAzsrCIkFLfQB%2FLki8ZmF7r9QTOnXzrvcGp4Bh%2F2s1N2f7NiEIB3u2eOZ6FEbxorX2HEEDXuLV8qBh5rA19U64nEevIKoEZs08ipSSdYWOfEDDK3FkK0Ft9ior6We8jXVVvVfMqaMPoh1quxqhy3SsRpRxfSOBN4qy0eijyJ7AEBde1%2BrK0elR8WVcxShbzlGqmgaKJVM81ax1F88rfHammCgtBB8Mn82uWIJQj1L2UmbEOBMcZPC2VRR7N1DQYXuiL62yVeIYmUkMkV4j%2FLaesviNrognibU1bZnflHUFv20OO2k9jUkGz0yPQuIsOo%2BjoE9ldncvPsvfJXn6KamfN4sqiM%2BYeG2tYAymJQIMQQbrv0De%2BK0yrqoxi2z6d%2FBU7gar5ZXz2m6qogVgJLY0X9LZGlSDp%2BxB2YkAvPvyROJq5Kl3%2Frbxd04ZQmw9l7ikcTzjpYX0qJlSUXtms%2F59CwazxgwzVt4NiOcTz%2F619AxzpRvHJ7jLB6izUICtiP0KCgtxCnIps2SWThZ2NXU%3D&nv_mid=20987723498&cat_id=50002334,https://shopping-phinf.pstatic.net//20191010_22/e0ab9eff-cb6d-424b-8077-8b92b4687670.jpg?type=ofullfill_200_200,27350,[],{},18,,,20987723498,False,6797644255,0
20,[재고확보] 애플 정품 에어팟 2 유/무선모델 모음전,http://cr2.shopping.naver.com/adcrNoti.nhn?x=q%2Bv0ruEFgpqeWxwIChYEyP%2F%2F%2Fw%3D%3DswWjZSivnwYVEAGfbD%2FjQsPQuoPvwbftEXYZGEGrwNBPwMHFVfyRR41kkqop4BBe7z7d0EyDWqKUCA5VjM4rdqCarGbeyB6eTx7XqAL%2B7D8XrKz8o7tuc9Ij0b187ydbLlm1FeTrGDbHgy%2BPpklFQhNd4S%2Ff1U3WVYxBylD74IM7IC9BPI9kKPmDHxmrf5jnVfdjZCQ1D8SFuGC9tm2cNpqHTVI9c4byNN8n3XQreI2DJhaHiQaKuRiNvh7K0ne0ivlYmMiNcHi2ees92HQEw6imbXVaBqXYdVdvFlsRNBD8KLLBm2TzM1t7d2MJB1%2BWy3Tg2Ry0vHLJhIAih9EB8%2BoLIaHrl4IE1YXfYsjwXrI7DY271zd1sYmrtIel2dncsYxih2DNfD0LBjjio473ALHKHdWZgV%2FMyxFPBG7ZSJYse8mN%2Bhg%2BE3ZKKQxj1%2Fb79SifuqBUlLqrS1Lr8IOiwJPNHe9i%2FUvQm7nh5pXHKPfFdfRhMguu%2BzT%2FCTAdHlrvNK%2B4OTlj%2ByjKnDq8BhlWTtuW%2Fe%2Bq3YXR3KFbDxGEnAi5Td9%2BtEsuC70FWt74uwfNQcF6iB7LqBIK51Z%2FlYFRJx8Bp%2FJzsFx9xi25yAnTy2Rf%2Ba41jpl4sht8iJoYwoJ92Wa5um71EpV46rzN7%2FwA1P%2FZckfr7eK0gaB2kNK9boCqqFW8AWukm5g7u0tp%2FGnSLI53dRs1qfI6uCVPyMrGrbsvyjAoyHmTPOA7GiFWOU9xzWZGIFFX0jlQiBhWJNoELzLSSnjQ3K4ag8FVqJ2oSMg%3D%3D&nv_mid=19497648827&cat_id=50002334,https://shopping-phinf.pstatic.net/main_1949764/19497648827.1.jpg?type=f140,170170,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",{},621,,2019.05.,19497648827,False,1000033425287,0
21,APPLE애플 에어팟2 유선충전 AirPods,http://cr2.shopping.naver.com/adcrNoti.nhn?x=GENxhezuAXpJ5vNBwWT3Vv%2F%2F%2Fw%3D%3DseCV7TakRk%2F8bWmczkOJpv2fo12z6K66O6%2FwDWjyefsiX2Vp5lJDj17PFAuvRflaOldaaczxRuyRYJ0UuE9awQWm8XeYjj4AayeYt52%2BF82tmPzQ1tsLPdqNS1AlGc4g4jxmkkbEh1ttiXYMzxB2z15wE4i0AgTwHMS1O2akl3q3Q8BD49mcGqImrBL%2FG46hTbaZaavO8UP6BJyocfuwG84P7w%2F3oiCIt6rOoosgcLfl9LsW4RgipVPKA%2F2IN4cAJ4mmic2vQ8l3OPvPdLBTB59wUzXNaLvM9Oy%2BqxIs2zvkV3iFWmAiNEdYtviBPxcP0mte3oOn89%2Fva96DM9U57VR7yY36GD4TdkopDGPX9vv0gTwQ%2FH5FLcwU0FSHb7aiW428iK9J9iqn3htjWas10d4soBOGHUNvg902tIRlW%2BPz6zOjxYnZs9L1QO7LyM%2FWyxIkXqC7FtvHDE1jhk08yROvLQf5p6%2Byf%2FT%2BjVNT24CsMwPChUked8s5u7ERWmuKuobON5nvl8EHojz8UuXrn0dKZerDFA%2F%2BPi2IhDsYxxTg8mouBU5oe4PKXRloYtXlWO2pyP69gjvq6lkLX003zYCRlUPXflsECCKykEGIz458U%2FJLPdUFUWmiFOI9f080hJrnR0YutQ9MsEjWo3c0KIQ%3D%3D&nv_mid=20833009935&cat_id=50002334,https://shopping-phinf.pstatic.net/main_2083300/20833009935.1.jpg?type=f140,179000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",{},854,,2019.09.,20833009935,False,CS0001,8
22,에어팟 블루투스 이어폰 차이팟 i10,http://cr2.shopping.naver.com/adcr.nhn?x=FD23IXczyVD1udLM265dov%2F%2F%2Fw%3D%3DsnTETmdDy69j0tv4sBb4tm6jvm8J%2BtxNWZ%2BxvhsJOuanwMHFVfyRR41kkqop4BBe7EFCBLOGo663lScVpRi4XbiarGbeyB6eTx7XqAL%2B7D8XrKz8o7tuc9Ij0b187ydbLu87aUbBoSxGLXNba29CvtBivXo8nvsOCjtt7m%2Bh%2F%2F7AY9mCFl%2FGf92aZSbVpKyppGcI%2FJE%2F3LWRlqwlZep8oXmbXCjUB06Mpqj2q3zEi6ED4FjQLKtgpdaxOC6%2FeJ5KosPFNkchYwWiua4avTMsWHwiYEwwcvvIEUmaBkeOxPOsLqh9a%2FIZ0%2B%2F7RE%2BjxcqCf5%2FZ3pK6VvAgNd2iduBNU3h7yY36GD4TdkopDGPX9vv22%2FFHEruwXMOQxwpXwswJCRI7CCCAKw%2BN3WvvsJm9FkelhYcUYopWrtSp5mrKztnq5F0z213AQgkAhH2Kz2asgbX%2FjzU872CBGrfR1kAJAfga%2BOw84MWsm5c0FDIEIuohzRg2Zw7rT7%2FgyvsqBzum9OtskVBWmHGiH8sK4U3eZG3pJePbgb0xQftK6X5%2BJCIqAoXIgg69ul9szhQH%2F2NiTaWUXvsoNoK320PySGLrqC9iEm4T7usLA%2FdtDXL7yLcVmU%2Bw1Hjv3AdMeNxjekZZ7IQeVSyLH2eM9i3CfLfouK%2FkQAto37GQowXfDJdEqeixmkPVg21BdgvVHgSxBDZzv&nv_mid=82160944962&cat_id=50002334,https://shopping-phinf.pstatic.net/main_8216094/82160944962.1.jpg?type=f140,32000,"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']","{'종류': '이어셋', '채널': '스테레오', '무선방식': '블루투스5.0+EDR'}",78,,2019.07.,82160944962,False,4616424667,46
